"","LOCID","LOCAL_INTERVAL_TIME","KWH","DTE","HR"
"1075","000018594EL000","2017-01-12 04:30:00.0",0.029,"2017/01/12","04:30"
"1076","000018594EL000","2017-01-12 04:45:00.0",0.029,"2017/01/12","04:45"
"1077","000018594EL000","2017-01-12 05:00:00.0",0.03,"2017/01/12","05:00"
"1078","000018594EL000","2017-01-12 05:15:00.0",0.029,"2017/01/12","05:15"
"1079","000018594EL000","2017-01-12 05:30:00.0",0.031,"2017/01/12","05:30"
"1080","000018594EL000","2017-01-12 05:45:00.0",0.067,"2017/01/12","05:45"
"1081","000018594EL000","2017-01-12 06:00:00.0",0.092,"2017/01/12","06:00"
"1082","000018594EL000","2017-01-12 06:15:00.0",0.07,"2017/01/12","06:15"
"1083","000018594EL000","2017-01-12 06:30:00.0",0.053,"2017/01/12","06:30"
"1084","000018594EL000","2017-01-12 06:45:00.0",0.041,"2017/01/12","06:45"
"1085","000018594EL000","2017-01-12 07:00:00.0",0.028,"2017/01/12","07:00"
"1086","000018594EL000","2017-01-12 07:15:00.0",0.031,"2017/01/12","07:15"
"1087","000018594EL000","2017-01-12 07:30:00.0",0.028,"2017/01/12","07:30"
"1088","000018594EL000","2017-01-12 07:45:00.0",0.032,"2017/01/12","07:45"
"1089","000018594EL000","2017-01-12 08:00:00.0",0.083,"2017/01/12","08:00"
"1090","000018594EL000","2017-01-12 08:15:00.0",0.075,"2017/01/12","08:15"
"1091","000018594EL000","2017-01-12 08:30:00.0",0.102,"2017/01/12","08:30"
"1092","000018594EL000","2017-01-12 08:45:00.0",0.063,"2017/01/12","08:45"
"1093","000018594EL000","2017-01-12 09:00:00.0",0.048,"2017/01/12","09:00"
"1094","000018594EL000","2017-01-12 09:15:00.0",0.041,"2017/01/12","09:15"
"1095","000018594EL000","2017-01-12 09:30:00.0",0.02,"2017/01/12","09:30"
"1096","000018594EL000","2017-01-12 09:45:00.0",0.029,"2017/01/12","09:45"
"1097","000018594EL000","2017-01-12 10:00:00.0",0.101,"2017/01/12","10:00"
"1098","000018594EL000","2017-01-12 10:15:00.0",0.262,"2017/01/12","10:15"
"1099","000018594EL000","2017-01-12 10:30:00.0",0.256,"2017/01/12","10:30"
"1100","000018594EL000","2017-01-12 10:45:00.0",0.219,"2017/01/12","10:45"
"1101","000018594EL000","2017-01-12 11:00:00.0",0.028,"2017/01/12","11:00"
"1102","000018594EL000","2017-01-12 11:15:00.0",0.08,"2017/01/12","11:15"
"1103","000018594EL000","2017-01-12 11:30:00.0",0.044,"2017/01/12","11:30"
"1104","000018594EL000","2017-01-12 11:45:00.0",0.102,"2017/01/12","11:45"
"1105","000018594EL000","2017-01-12 12:00:00.0",0.176,"2017/01/12","12:00"
"1106","000018594EL000","2017-01-12 12:15:00.0",0.112,"2017/01/12","12:15"
"1107","000018594EL000","2017-01-12 12:30:00.0",0.016,"2017/01/12","12:30"
"1108","000018594EL000","2017-01-12 12:45:00.0",0.085,"2017/01/12","12:45"
"1109","000018594EL000","2017-01-12 13:00:00.0",0.058,"2017/01/12","13:00"
"1110","000018594EL000","2017-01-12 13:15:00.0",0.043,"2017/01/12","13:15"
"1111","000018594EL000","2017-01-12 13:30:00.0",0.039,"2017/01/12","13:30"
"1112","000018594EL000","2017-01-12 13:45:00.0",0.014,"2017/01/12","13:45"
"1113","000018594EL000","2017-01-12 14:00:00.0",0.036,"2017/01/12","14:00"
"1114","000018594EL000","2017-01-12 14:15:00.0",0.01,"2017/01/12","14:15"
"1115","000018594EL000","2017-01-12 14:30:00.0",0.04,"2017/01/12","14:30"
"1116","000018594EL000","2017-01-12 14:45:00.0",0.01,"2017/01/12","14:45"
"1117","000018594EL000","2017-01-12 15:00:00.0",0.038,"2017/01/12","15:00"
"1118","000018594EL000","2017-01-12 15:15:00.0",0.029,"2017/01/12","15:15"
"1119","000018594EL000","2017-01-12 15:30:00.0",0.068,"2017/01/12","15:30"
"1120","000018594EL000","2017-01-12 15:45:00.0",0.06,"2017/01/12","15:45"
"1121","000018594EL000","2017-01-12 16:00:00.0",0.07,"2017/01/12","16:00"
"1122","000018594EL000","2017-01-12 16:15:00.0",0.036,"2017/01/12","16:15"
"1123","000018594EL000","2017-01-12 16:30:00.0",0.041,"2017/01/12","16:30"
"1124","000018594EL000","2017-01-12 16:45:00.0",0.016,"2017/01/12","16:45"
"1125","000018594EL000","2017-01-12 17:00:00.0",0.06,"2017/01/12","17:00"
"1126","000018594EL000","2017-01-12 17:15:00.0",0.074,"2017/01/12","17:15"
"1127","000018594EL000","2017-01-12 17:30:00.0",0.051,"2017/01/12","17:30"
"1128","000018594EL000","2017-01-12 17:45:00.0",0.09,"2017/01/12","17:45"
"1129","000018594EL000","2017-01-12 18:00:00.0",0.72,"2017/01/12","18:00"
"1130","000018594EL000","2017-01-12 18:15:00.0",0.224,"2017/01/12","18:15"
"1131","000018594EL000","2017-01-12 18:30:00.0",0.055,"2017/01/12","18:30"
"1132","000018594EL000","2017-01-12 18:45:00.0",0.275,"2017/01/12","18:45"
"1133","000018594EL000","2017-01-12 19:00:00.0",0.127,"2017/01/12","19:00"
"1134","000018594EL000","2017-01-12 19:15:00.0",0.054,"2017/01/12","19:15"
"1135","000018594EL000","2017-01-12 19:30:00.0",0.059,"2017/01/12","19:30"
"1136","000018594EL000","2017-01-12 19:45:00.0",0.059,"2017/01/12","19:45"
"1137","000018594EL000","2017-01-12 20:00:00.0",0.121,"2017/01/12","20:00"
"1138","000018594EL000","2017-01-12 20:15:00.0",0.077,"2017/01/12","20:15"
"1139","000018594EL000","2017-01-12 20:30:00.0",0.052,"2017/01/12","20:30"
"1140","000018594EL000","2017-01-12 20:45:00.0",0.051,"2017/01/12","20:45"
"1141","000018594EL000","2017-01-12 21:00:00.0",0.049,"2017/01/12","21:00"
"1142","000018594EL000","2017-01-12 21:15:00.0",0.131,"2017/01/12","21:15"
"1143","000018594EL000","2017-01-12 21:30:00.0",0.062,"2017/01/12","21:30"
"1144","000018594EL000","2017-01-12 21:45:00.0",0.072,"2017/01/12","21:45"
"1145","000018594EL000","2017-01-12 22:00:00.0",0.027,"2017/01/12","22:00"
"1146","000018594EL000","2017-01-12 22:15:00.0",0.066,"2017/01/12","22:15"
"1147","000018594EL000","2017-01-12 22:30:00.0",0.045,"2017/01/12","22:30"
"1148","000018594EL000","2017-01-12 22:45:00.0",0.064,"2017/01/12","22:45"
"1149","000018594EL000","2017-01-12 23:00:00.0",0.036,"2017/01/12","23:00"
"1150","000018594EL000","2017-01-12 23:15:00.0",0.056,"2017/01/12","23:15"
"1151","000018594EL000","2017-01-12 23:30:00.0",0.029,"2017/01/12","23:30"
"1152","000018594EL000","2017-01-12 23:45:00.0",0.053,"2017/01/12","23:45"
"1153","000018594EL000","2017-01-13 00:00:00.0",0.065,"2017/01/13","00:00"
"1154","000018594EL000","2017-01-13 00:15:00.0",0.092,"2017/01/13","00:15"
"1155","000018594EL000","2017-01-13 00:30:00.0",0.067,"2017/01/13","00:30"
"1156","000018594EL000","2017-01-13 00:45:00.0",0.059,"2017/01/13","00:45"
"1157","000018594EL000","2017-01-13 01:00:00.0",0.031,"2017/01/13","01:00"
"1158","000018594EL000","2017-01-13 01:15:00.0",0.035,"2017/01/13","01:15"
"1159","000018594EL000","2017-01-13 01:30:00.0",0.034,"2017/01/13","01:30"
"1160","000018594EL000","2017-01-13 01:45:00.0",0.032,"2017/01/13","01:45"
"1161","000018594EL000","2017-01-13 02:00:00.0",0.036,"2017/01/13","02:00"
"1162","000018594EL000","2017-01-13 02:15:00.0",0.04,"2017/01/13","02:15"
"1163","000018594EL000","2017-01-13 02:30:00.0",0.086,"2017/01/13","02:30"
"1164","000018594EL000","2017-01-13 02:45:00.0",0.063,"2017/01/13","02:45"
"1165","000018594EL000","2017-01-13 03:00:00.0",0.112,"2017/01/13","03:00"
"1166","000018594EL000","2017-01-13 03:15:00.0",0.052,"2017/01/13","03:15"
"1167","000018594EL000","2017-01-13 03:30:00.0",0.055,"2017/01/13","03:30"
"1168","000018594EL000","2017-01-13 03:45:00.0",0.052,"2017/01/13","03:45"
"1169","000018594EL000","2017-01-13 04:00:00.0",0.059,"2017/01/13","04:00"
"1170","000018594EL000","2017-01-13 04:15:00.0",0.051,"2017/01/13","04:15"
"1171","000018594EL000","2017-01-13 04:30:00.0",0.074,"2017/01/13","04:30"
"1172","000018594EL000","2017-01-13 04:45:00.0",0.077,"2017/01/13","04:45"
"1173","000018594EL000","2017-01-13 05:00:00.0",0.071,"2017/01/13","05:00"
"1174","000018594EL000","2017-01-13 05:15:00.0",0.064,"2017/01/13","05:15"
"1175","000018594EL000","2017-01-13 05:30:00.0",0.05,"2017/01/13","05:30"
"1176","000018594EL000","2017-01-13 05:45:00.0",0.035,"2017/01/13","05:45"
"1177","000018594EL000","2017-01-13 06:00:00.0",0.028,"2017/01/13","06:00"
"1178","000018594EL000","2017-01-13 06:15:00.0",0.038,"2017/01/13","06:15"
"1179","000018594EL000","2017-01-13 06:30:00.0",0.046,"2017/01/13","06:30"
"1180","000018594EL000","2017-01-13 06:45:00.0",0.075,"2017/01/13","06:45"
"1181","000018594EL000","2017-01-13 07:00:00.0",0.065,"2017/01/13","07:00"
"1182","000018594EL000","2017-01-13 07:15:00.0",0.08,"2017/01/13","07:15"
"1183","000018594EL000","2017-01-13 07:30:00.0",0.055,"2017/01/13","07:30"
"1184","000018594EL000","2017-01-13 07:45:00.0",0.058,"2017/01/13","07:45"
"1185","000018594EL000","2017-01-13 08:00:00.0",0.122,"2017/01/13","08:00"
"1186","000018594EL000","2017-01-13 08:15:00.0",0.125,"2017/01/13","08:15"
"1187","000018594EL000","2017-01-13 08:30:00.0",0.035,"2017/01/13","08:30"
"1188","000018594EL000","2017-01-13 08:45:00.0",0.053,"2017/01/13","08:45"
"1189","000018594EL000","2017-01-13 09:00:00.0",0.047,"2017/01/13","09:00"
"1190","000018594EL000","2017-01-13 09:15:00.0",0.092,"2017/01/13","09:15"
"1191","000018594EL000","2017-01-13 09:30:00.0",0.051,"2017/01/13","09:30"
"1192","000018594EL000","2017-01-13 09:45:00.0",0.052,"2017/01/13","09:45"
"1193","000018594EL000","2017-01-13 10:00:00.0",0.029,"2017/01/13","10:00"
"1194","000018594EL000","2017-01-13 10:15:00.0",0.024,"2017/01/13","10:15"
"1195","000018594EL000","2017-01-13 10:30:00.0",0.024,"2017/01/13","10:30"
"1196","000018594EL000","2017-01-13 10:45:00.0",0.021,"2017/01/13","10:45"
"1197","000018594EL000","2017-01-13 11:00:00.0",0.027,"2017/01/13","11:00"
"1198","000018594EL000","2017-01-13 11:15:00.0",0.065,"2017/01/13","11:15"
"1199","000018594EL000","2017-01-13 11:30:00.0",0.074,"2017/01/13","11:30"
"1200","000018594EL000","2017-01-13 11:45:00.0",0.054,"2017/01/13","11:45"
"1201","000018594EL000","2017-01-13 12:00:00.0",0.054,"2017/01/13","12:00"
"1202","000018594EL000","2017-01-13 12:15:00.0",0.026,"2017/01/13","12:15"
"1203","000018594EL000","2017-01-13 12:30:00.0",0.035,"2017/01/13","12:30"
"1204","000018594EL000","2017-01-13 12:45:00.0",0.01,"2017/01/13","12:45"
"1205","000018594EL000","2017-01-13 13:00:00.0",0.06,"2017/01/13","13:00"
"1206","000018594EL000","2017-01-13 13:15:00.0",0.05,"2017/01/13","13:15"
"1207","000018594EL000","2017-01-13 13:30:00.0",0.073,"2017/01/13","13:30"
"1208","000018594EL000","2017-01-13 13:45:00.0",0.043,"2017/01/13","13:45"
"1209","000018594EL000","2017-01-13 14:00:00.0",0.054,"2017/01/13","14:00"
"1210","000018594EL000","2017-01-13 14:15:00.0",0.012,"2017/01/13","14:15"
"1211","000018594EL000","2017-01-13 14:30:00.0",0.033,"2017/01/13","14:30"
"1212","000018594EL000","2017-01-13 14:45:00.0",0.014,"2017/01/13","14:45"
"1213","000018594EL000","2017-01-13 15:00:00.0",0.031,"2017/01/13","15:00"
"1214","000018594EL000","2017-01-13 15:15:00.0",0.016,"2017/01/13","15:15"
"1215","000018594EL000","2017-01-13 15:30:00.0",0.082,"2017/01/13","15:30"
"1216","000018594EL000","2017-01-13 15:45:00.0",0.058,"2017/01/13","15:45"
"1217","000018594EL000","2017-01-13 16:00:00.0",0.063,"2017/01/13","16:00"
"1218","000018594EL000","2017-01-13 16:15:00.0",0.049,"2017/01/13","16:15"
"1219","000018594EL000","2017-01-13 16:30:00.0",0.041,"2017/01/13","16:30"
"1220","000018594EL000","2017-01-13 16:45:00.0",0.022,"2017/01/13","16:45"
"1221","000018594EL000","2017-01-13 17:00:00.0",0.023,"2017/01/13","17:00"
"1222","000018594EL000","2017-01-13 17:15:00.0",0.051,"2017/01/13","17:15"
"1223","000018594EL000","2017-01-13 17:30:00.0",0.113,"2017/01/13","17:30"
"1224","000018594EL000","2017-01-13 17:45:00.0",0.274,"2017/01/13","17:45"
"1225","000018594EL000","2017-01-13 18:00:00.0",0.27,"2017/01/13","18:00"
"1226","000018594EL000","2017-01-13 18:15:00.0",0.077,"2017/01/13","18:15"
"1227","000018594EL000","2017-01-13 18:30:00.0",0.116,"2017/01/13","18:30"
"1228","000018594EL000","2017-01-13 18:45:00.0",0.103,"2017/01/13","18:45"
"1229","000018594EL000","2017-01-13 19:00:00.0",0.299,"2017/01/13","19:00"
"1230","000018594EL000","2017-01-13 19:15:00.0",0.389,"2017/01/13","19:15"
"1231","000018594EL000","2017-01-13 19:30:00.0",0.071,"2017/01/13","19:30"
"1232","000018594EL000","2017-01-13 19:45:00.0",0.081,"2017/01/13","19:45"
"1233","000018594EL000","2017-01-13 20:00:00.0",0.101,"2017/01/13","20:00"
"1234","000018594EL000","2017-01-13 20:15:00.0",0.168,"2017/01/13","20:15"
"1235","000018594EL000","2017-01-13 20:30:00.0",0.336,"2017/01/13","20:30"
"1236","000018594EL000","2017-01-13 20:45:00.0",0.178,"2017/01/13","20:45"
"1237","000018594EL000","2017-01-13 21:00:00.0",0.091,"2017/01/13","21:00"
"1238","000018594EL000","2017-01-13 21:15:00.0",0.13,"2017/01/13","21:15"
"1239","000018594EL000","2017-01-13 21:30:00.0",0.155,"2017/01/13","21:30"
"1240","000018594EL000","2017-01-13 21:45:00.0",0.126,"2017/01/13","21:45"
"1241","000018594EL000","2017-01-13 22:00:00.0",0.09,"2017/01/13","22:00"
"1242","000018594EL000","2017-01-13 22:15:00.0",0.098,"2017/01/13","22:15"
"1243","000018594EL000","2017-01-13 22:30:00.0",0.05,"2017/01/13","22:30"
"1244","000018594EL000","2017-01-13 22:45:00.0",0.069,"2017/01/13","22:45"
"1245","000018594EL000","2017-01-13 23:00:00.0",0.091,"2017/01/13","23:00"
"1246","000018594EL000","2017-01-13 23:15:00.0",0.113,"2017/01/13","23:15"
"1247","000018594EL000","2017-01-13 23:30:00.0",0.083,"2017/01/13","23:30"
"1248","000018594EL000","2017-01-13 23:45:00.0",0.105,"2017/01/13","23:45"
"1249","000018594EL000","2017-01-14 00:00:00.0",0.071,"2017/01/14","00:00"
"1250","000018594EL000","2017-01-14 00:15:00.0",0.1,"2017/01/14","00:15"
"1251","000018594EL000","2017-01-14 00:30:00.0",0.066,"2017/01/14","00:30"
"1252","000018594EL000","2017-01-14 00:45:00.0",0.068,"2017/01/14","00:45"
"1253","000018594EL000","2017-01-14 01:00:00.0",0.02,"2017/01/14","01:00"
"1254","000018594EL000","2017-01-14 01:15:00.0",0.043,"2017/01/14","01:15"
"1255","000018594EL000","2017-01-14 01:30:00.0",0.072,"2017/01/14","01:30"
"1256","000018594EL000","2017-01-14 01:45:00.0",0.091,"2017/01/14","01:45"
"1257","000018594EL000","2017-01-14 02:00:00.0",0.055,"2017/01/14","02:00"
"1258","000018594EL000","2017-01-14 02:15:00.0",0.076,"2017/01/14","02:15"
"1259","000018594EL000","2017-01-14 02:30:00.0",0.057,"2017/01/14","02:30"
"1260","000018594EL000","2017-01-14 02:45:00.0",0.074,"2017/01/14","02:45"
"1261","000018594EL000","2017-01-14 03:00:00.0",0.058,"2017/01/14","03:00"
"1262","000018594EL000","2017-01-14 03:15:00.0",0.075,"2017/01/14","03:15"
"1263","000018594EL000","2017-01-14 03:30:00.0",0.055,"2017/01/14","03:30"
"1264","000018594EL000","2017-01-14 03:45:00.0",0.069,"2017/01/14","03:45"
"1265","000018594EL000","2017-01-14 04:00:00.0",0.048,"2017/01/14","04:00"
"1266","000018594EL000","2017-01-14 04:15:00.0",0.075,"2017/01/14","04:15"
"1267","000018594EL000","2017-01-14 04:30:00.0",0.069,"2017/01/14","04:30"
"1268","000018594EL000","2017-01-14 04:45:00.0",0.075,"2017/01/14","04:45"
"1269","000018594EL000","2017-01-14 05:00:00.0",0.053,"2017/01/14","05:00"
"1270","000018594EL000","2017-01-14 05:15:00.0",0.08,"2017/01/14","05:15"
"1271","000018594EL000","2017-01-14 05:30:00.0",0.05,"2017/01/14","05:30"
"1272","000018594EL000","2017-01-14 05:45:00.0",0.083,"2017/01/14","05:45"
"1273","000018594EL000","2017-01-14 06:00:00.0",0.052,"2017/01/14","06:00"
"1274","000018594EL000","2017-01-14 06:15:00.0",0.08,"2017/01/14","06:15"
"1275","000018594EL000","2017-01-14 06:30:00.0",0.067,"2017/01/14","06:30"
"1276","000018594EL000","2017-01-14 06:45:00.0",0.08,"2017/01/14","06:45"
"1277","000018594EL000","2017-01-14 07:00:00.0",0.056,"2017/01/14","07:00"
"1278","000018594EL000","2017-01-14 07:15:00.0",0.067,"2017/01/14","07:15"
"1279","000018594EL000","2017-01-14 07:30:00.0",0.027,"2017/01/14","07:30"
"1280","000018594EL000","2017-01-14 07:45:00.0",0.038,"2017/01/14","07:45"
"1281","000018594EL000","2017-01-14 08:00:00.0",0.074,"2017/01/14","08:00"
"1282","000018594EL000","2017-01-14 08:15:00.0",0.081,"2017/01/14","08:15"
"1283","000018594EL000","2017-01-14 08:30:00.0",0.388,"2017/01/14","08:30"
"1284","000018594EL000","2017-01-14 08:45:00.0",0.131,"2017/01/14","08:45"
"1285","000018594EL000","2017-01-14 09:00:00.0",0.072,"2017/01/14","09:00"
"1286","000018594EL000","2017-01-14 09:15:00.0",0.079,"2017/01/14","09:15"
"1287","000018594EL000","2017-01-14 09:30:00.0",0.265,"2017/01/14","09:30"
"1288","000018594EL000","2017-01-14 09:45:00.0",0.082,"2017/01/14","09:45"
"1289","000018594EL000","2017-01-14 10:00:00.0",0.05,"2017/01/14","10:00"
"1290","000018594EL000","2017-01-14 10:15:00.0",0.111,"2017/01/14","10:15"
"1291","000018594EL000","2017-01-14 10:30:00.0",0.108,"2017/01/14","10:30"
"1292","000018594EL000","2017-01-14 10:45:00.0",0.261,"2017/01/14","10:45"
"1293","000018594EL000","2017-01-14 11:00:00.0",0.102,"2017/01/14","11:00"
"1294","000018594EL000","2017-01-14 11:15:00.0",0.162,"2017/01/14","11:15"
"1295","000018594EL000","2017-01-14 11:30:00.0",0.097,"2017/01/14","11:30"
"1296","000018594EL000","2017-01-14 11:45:00.0",0.379,"2017/01/14","11:45"
"1297","000018594EL000","2017-01-14 12:00:00.0",0.291,"2017/01/14","12:00"
"1298","000018594EL000","2017-01-14 12:15:00.0",0.62,"2017/01/14","12:15"
"1299","000018594EL000","2017-01-14 12:30:00.0",0.398,"2017/01/14","12:30"
"1300","000018594EL000","2017-01-14 12:45:00.0",0.148,"2017/01/14","12:45"
"1301","000018594EL000","2017-01-14 13:00:00.0",0.06,"2017/01/14","13:00"
"1302","000018594EL000","2017-01-14 13:15:00.0",0.059,"2017/01/14","13:15"
"1303","000018594EL000","2017-01-14 13:30:00.0",0.107,"2017/01/14","13:30"
"1304","000018594EL000","2017-01-14 13:45:00.0",0.087,"2017/01/14","13:45"
"1305","000018594EL000","2017-01-14 14:00:00.0",0.091,"2017/01/14","14:00"
"1306","000018594EL000","2017-01-14 14:15:00.0",0.084,"2017/01/14","14:15"
"1307","000018594EL000","2017-01-14 14:30:00.0",0.072,"2017/01/14","14:30"
"1308","000018594EL000","2017-01-14 14:45:00.0",0.135,"2017/01/14","14:45"
"1309","000018594EL000","2017-01-14 15:00:00.0",0.146,"2017/01/14","15:00"
"1310","000018594EL000","2017-01-14 15:15:00.0",0.05,"2017/01/14","15:15"
"1311","000018594EL000","2017-01-14 15:30:00.0",0.051,"2017/01/14","15:30"
"1312","000018594EL000","2017-01-14 15:45:00.0",0.02,"2017/01/14","15:45"
"1313","000018594EL000","2017-01-14 16:00:00.0",0.111,"2017/01/14","16:00"
"1314","000018594EL000","2017-01-14 16:15:00.0",0.173,"2017/01/14","16:15"
"1315","000018594EL000","2017-01-14 16:30:00.0",0.35,"2017/01/14","16:30"
"1316","000018594EL000","2017-01-14 16:45:00.0",0.07,"2017/01/14","16:45"
"1317","000018594EL000","2017-01-14 17:00:00.0",0.09,"2017/01/14","17:00"
"1318","000018594EL000","2017-01-14 17:15:00.0",0.199,"2017/01/14","17:15"
"1319","000018594EL000","2017-01-14 17:30:00.0",0.102,"2017/01/14","17:30"
"1320","000018594EL000","2017-01-14 17:45:00.0",0.301,"2017/01/14","17:45"
"1321","000018594EL000","2017-01-14 18:00:00.0",0.737,"2017/01/14","18:00"
"1322","000018594EL000","2017-01-14 18:15:00.0",0.204,"2017/01/14","18:15"
"1323","000018594EL000","2017-01-14 18:30:00.0",0.45,"2017/01/14","18:30"
"1324","000018594EL000","2017-01-14 18:45:00.0",0.534,"2017/01/14","18:45"
"1325","000018594EL000","2017-01-14 19:00:00.0",0.377,"2017/01/14","19:00"
"1326","000018594EL000","2017-01-14 19:15:00.0",0.162,"2017/01/14","19:15"
"1327","000018594EL000","2017-01-14 19:30:00.0",0.318,"2017/01/14","19:30"
"1328","000018594EL000","2017-01-14 19:45:00.0",0.074,"2017/01/14","19:45"
"1329","000018594EL000","2017-01-14 20:00:00.0",0.144,"2017/01/14","20:00"
"1330","000018594EL000","2017-01-14 20:15:00.0",0.103,"2017/01/14","20:15"
"1331","000018594EL000","2017-01-14 20:30:00.0",0.357,"2017/01/14","20:30"
"1332","000018594EL000","2017-01-14 20:45:00.0",0.409,"2017/01/14","20:45"
"1333","000018594EL000","2017-01-14 21:00:00.0",0.137,"2017/01/14","21:00"
"1334","000018594EL000","2017-01-14 21:15:00.0",0.065,"2017/01/14","21:15"
"1335","000018594EL000","2017-01-14 21:30:00.0",0.117,"2017/01/14","21:30"
"1336","000018594EL000","2017-01-14 21:45:00.0",0.089,"2017/01/14","21:45"
"1337","000018594EL000","2017-01-14 22:00:00.0",0.122,"2017/01/14","22:00"
"1338","000018594EL000","2017-01-14 22:15:00.0",0.094,"2017/01/14","22:15"
"1339","000018594EL000","2017-01-14 22:30:00.0",0.106,"2017/01/14","22:30"
"1340","000018594EL000","2017-01-14 22:45:00.0",0.08,"2017/01/14","22:45"
"1341","000018594EL000","2017-01-14 23:00:00.0",0.115,"2017/01/14","23:00"
"1342","000018594EL000","2017-01-14 23:15:00.0",0.052,"2017/01/14","23:15"
"1343","000018594EL000","2017-01-14 23:30:00.0",0.07,"2017/01/14","23:30"
"1344","000018594EL000","2017-01-14 23:45:00.0",0.071,"2017/01/14","23:45"
"1345","000018594EL000","2017-01-15 00:00:00.0",0.125,"2017/01/15","00:00"
"1346","000018594EL000","2017-01-15 00:15:00.0",0.097,"2017/01/15","00:15"
"1347","000018594EL000","2017-01-15 00:30:00.0",0.095,"2017/01/15","00:30"
"1348","000018594EL000","2017-01-15 00:45:00.0",0.086,"2017/01/15","00:45"
"1349","000018594EL000","2017-01-15 01:00:00.0",0.079,"2017/01/15","01:00"
"1350","000018594EL000","2017-01-15 01:15:00.0",0.081,"2017/01/15","01:15"
"1351","000018594EL000","2017-01-15 01:30:00.0",0.072,"2017/01/15","01:30"
"1352","000018594EL000","2017-01-15 01:45:00.0",0.071,"2017/01/15","01:45"
"1353","000018594EL000","2017-01-15 02:00:00.0",0.069,"2017/01/15","02:00"
"1354","000018594EL000","2017-01-15 02:15:00.0",0.055,"2017/01/15","02:15"
"1355","000018594EL000","2017-01-15 02:30:00.0",0.028,"2017/01/15","02:30"
"1356","000018594EL000","2017-01-15 02:45:00.0",0.035,"2017/01/15","02:45"
"1357","000018594EL000","2017-01-15 03:00:00.0",0.062,"2017/01/15","03:00"
"1358","000018594EL000","2017-01-15 03:15:00.0",0.073,"2017/01/15","03:15"
"1359","000018594EL000","2017-01-15 03:30:00.0",0.066,"2017/01/15","03:30"
"1360","000018594EL000","2017-01-15 03:45:00.0",0.126,"2017/01/15","03:45"
"1361","000018594EL000","2017-01-15 04:00:00.0",0.088,"2017/01/15","04:00"
"1362","000018594EL000","2017-01-15 04:15:00.0",0.08,"2017/01/15","04:15"
"1363","000018594EL000","2017-01-15 04:30:00.0",0.06,"2017/01/15","04:30"
"1364","000018594EL000","2017-01-15 04:45:00.0",0.046,"2017/01/15","04:45"
"1365","000018594EL000","2017-01-15 05:00:00.0",0.022,"2017/01/15","05:00"
"1366","000018594EL000","2017-01-15 05:15:00.0",0.077,"2017/01/15","05:15"
"1367","000018594EL000","2017-01-15 05:30:00.0",0.064,"2017/01/15","05:30"
"1368","000018594EL000","2017-01-15 05:45:00.0",0.061,"2017/01/15","05:45"
"1369","000018594EL000","2017-01-15 06:00:00.0",0.073,"2017/01/15","06:00"
"1370","000018594EL000","2017-01-15 06:15:00.0",0.058,"2017/01/15","06:15"
"1371","000018594EL000","2017-01-15 06:30:00.0",0.054,"2017/01/15","06:30"
"1372","000018594EL000","2017-01-15 06:45:00.0",0.028,"2017/01/15","06:45"
"1373","000018594EL000","2017-01-15 07:00:00.0",0.071,"2017/01/15","07:00"
"1374","000018594EL000","2017-01-15 07:15:00.0",0.069,"2017/01/15","07:15"
"1375","000018594EL000","2017-01-15 07:30:00.0",0.074,"2017/01/15","07:30"
"1376","000018594EL000","2017-01-15 07:45:00.0",0.055,"2017/01/15","07:45"
"1377","000018594EL000","2017-01-15 08:00:00.0",0.078,"2017/01/15","08:00"
"1378","000018594EL000","2017-01-15 08:15:00.0",0.265,"2017/01/15","08:15"
"1379","000018594EL000","2017-01-15 08:30:00.0",0.054,"2017/01/15","08:30"
"1380","000018594EL000","2017-01-15 08:45:00.0",0.344,"2017/01/15","08:45"
"1381","000018594EL000","2017-01-15 09:00:00.0",0.274,"2017/01/15","09:00"
"1382","000018594EL000","2017-01-15 09:15:00.0",0.039,"2017/01/15","09:15"
"1383","000018594EL000","2017-01-15 09:30:00.0",0.132,"2017/01/15","09:30"
"1384","000018594EL000","2017-01-15 09:45:00.0",0.146,"2017/01/15","09:45"
"1385","000018594EL000","2017-01-15 10:00:00.0",0.397,"2017/01/15","10:00"
"1386","000018594EL000","2017-01-15 10:15:00.0",0.187,"2017/01/15","10:15"
"1387","000018594EL000","2017-01-15 10:30:00.0",0.166,"2017/01/15","10:30"
"1388","000018594EL000","2017-01-15 10:45:00.0",0.08,"2017/01/15","10:45"
"1389","000018594EL000","2017-01-15 11:00:00.0",0.079,"2017/01/15","11:00"
"1390","000018594EL000","2017-01-15 11:15:00.0",0.064,"2017/01/15","11:15"
"1391","000018594EL000","2017-01-15 11:30:00.0",0.063,"2017/01/15","11:30"
"1392","000018594EL000","2017-01-15 11:45:00.0",0.033,"2017/01/15","11:45"
"1393","000018594EL000","2017-01-15 12:00:00.0",0.045,"2017/01/15","12:00"
"1394","000018594EL000","2017-01-15 12:15:00.0",0.058,"2017/01/15","12:15"
"1395","000018594EL000","2017-01-15 12:30:00.0",0.083,"2017/01/15","12:30"
"1396","000018594EL000","2017-01-15 12:45:00.0",0.178,"2017/01/15","12:45"
"1397","000018594EL000","2017-01-15 13:00:00.0",0.096,"2017/01/15","13:00"
"1398","000018594EL000","2017-01-15 13:15:00.0",0.349,"2017/01/15","13:15"
